ImportedOrNot,YearOfRegistration,Transmission,Fuel,Dist_travelled,Safetyscore,InitialBuyingPrice,SellingPrice
0,2003,SemiAuto,Petrol,24700,5,550000,49000
0,2004,Manual,Petrol,6700,4,450000,35000
0,2004,SemiAuto,Diesel,28700,5,370000,34000
0,2005,SemiAuto,Petrol,31300,5,430000,53000
0,2006,SemiAuto,Petrol,11900,4,560000,28000
0,2009,SemiAuto,Diesel,15700,3,580000,36000
0,2006,SemiAuto,Diesel,17100,3,360000,51000
0,2005,Manual,Petrol,16700,5,430000,49000
0,2007,Manual,Petrol,27000,4,500000,68000
0,2009,Manual,Petrol,11300,2,510000,53000
0,2008,Manual,CNG,22700,5,410000,50000
0,2007,Manual,Petrol,6100,2,560000,26000
0,2004,Manual,Petrol,25200,3,330000,33000
0,2007,Manual,Petrol,15600,3,560000,48000
0,2007,SemiAuto,Diesel,29300,2,530000,61000
0,2008,Manual,Diesel,12600,3,510000,40000
0,2004,Manual,Diesel,12200,4,480000,61000
0,2005,SemiAuto,Diesel,11600,3,370000,38000
0,2006,SemiAuto,Petrol,29800,4,540000,44000
0,2009,SemiAuto,Diesel,26400,2,340000,37000
0,2008,Manual,Petrol,24500,5,520000,41000
0,2006,SemiAuto,Diesel,6200,3,540000,58000
0,2007,SemiAuto,CNG,24600,3,450000,51000
0,2008,SemiAuto,Diesel,8700,2,570000,45000
0,2004,SemiAuto,Diesel,21800,4,540000,59000
1,2007,Autto,Diesel,5800,2,150000,110000
0,2011,SemiAuto,CNG,13500,3,570000,67000
0,2004,SemiAuto,Diesel,20100,4,600000,74000
0,2009,Manual,Petrol,26800,2,590000,33000
0,2004,SemiAuto,Diesel,30000,3,520000,69000
0,2007,SemiAuto,Petrol,19800,3,480000,39000
0,2011,SemiAuto,CNG,22300,5,350000,61000
0,2004,SemiAuto,Diesel,11700,4,470000,45000
0,2008,Auto,Petrol,13400,4,990000,73000
0,2008,SemiAuto,Diesel,20000,3,370000,39000
0,2006,Auto,Petrol,14500,5,840000,51000
0,2005,Manual,Petrol,10900,2,470000,57000
0,2006,SemiAuto,Diesel,30900,5,360000,44000
0,2007,Manual,Petrol,21400,4,570000,49000
0,2008,SemiAuto,Petrol,20000,5,530000,71000
0,2004,Manual,Diesel,10000,4,360000,35000
0,2005,Manual,Petrol,13500,4,380000,47000
0,2009,Manual,Diesel,31100,4,570000,57000
0,2006,Manual,Petrol,11500,2,400000,34000
0,2005,SemiAuto,Diesel,22500,3,400000,68000
0,2009,Manual,Petrol,21700,5,370000,40000
0,2008,SemiAuto,Diesel,11100,2,520000,21000
0,2009,SemiAuto,Petrol,19800,4,560000,60000
0,2007,Manual,Petrol,28900,2,500000,54000
0,2006,Manual,Diesel,16300,3,470000,33000
0,2005,SemiAuto,Diesel,15600,2,590000,48000
0,2007,SemiAuto,Diesel,29400,5,480000,51000
0,2007,SemiAuto,CNG,17300,4,490000,73000
0,2008,SemiAuto,Diesel,26500,4,460000,70000
0,2007,Manual,Petrol,18900,2,540000,43000
0,2004,Manual,Petrol,13300,4,430000,33000
0,2005,Manual,Petrol,27100,3,530000,31000
0,2009,Manual,Petrol,25000,4,400000,69000
0,2004,Manual,Petrol,21300,4,380000,49000
0,2003,Manual,Petrol,16200,5,330000,62000
0,2004,Manual,Petrol,17800,5,390000,42000
0,2008,SemiAuto,Diesel,10100,5,450000,40000
0,2006,Manual,Petrol,23100,4,470000,65000
0,2005,Manual,Diesel,5800,5,400000,32000
0,2009,Manual,Diesel,27300,4,470000,50000
0,2004,Auto,Petrol,17200,2,1040000,69000
0,2004,SemiAuto,Diesel,25200,4,350000,58000
0,2009,SemiAuto,Diesel,28200,4,400000,52000
0,2007,Manual,Diesel,22000,4,560000,51000
0,2007,Manual,Diesel,21100,5,440000,43000
0,2009,Manual,Petrol,22000,4,570000,39000
0,2007,Manual,CNG,27300,4,470000,59000
0,2008,SemiAuto,Petrol,29600,5,400000,45000
0,2007,Manual,Diesel,23700,3,360000,42000
0,2009,SemiAuto,Diesel,20500,5,350000,62000
0,2009,SemiAuto,Petrol,14700,4,350000,42000
0,2004,Auto,Diesel,25600,4,1000000,59000
0,2007,Manual,Petrol,10400,5,540000,22000
0,2005,SemiAuto,Diesel,8200,2,460000,56000
0,2004,SemiAuto,Diesel,18400,3,490000,63000
0,2006,Manual,Diesel,22300,5,440000,52000
0,2006,Manual,Diesel,10600,2,480000,25000
0,2003,Manual,Petrol,9500,4,390000,37000
0,2008,SemiAuto,Diesel,9600,2,480000,27000
0,2006,Auto,Diesel,7400,4,880000,38000
0,2007,SemiAuto,Petrol,29200,3,530000,34000
0,2008,Manual,Diesel,14100,5,420000,35000
1,2007,SemiAuto,Diesel,10000,4,430000,29000
0,2004,SemiAuto,Petrol,8600,3,460000,61000
0,2005,Manual,Petrol,21400,3,590000,39000
0,2007,Manual,Petrol,15700,4,600000,61000
0,2007,Manual,Diesel,9800,2,520000,49000
0,2012,SemiAuto,Petrol,27800,5,460000,60000
0,2003,Manual,Petrol,31500,2,410000,47000
0,2007,Manual,Petrol,19100,5,580000,35000
0,2007,Manual,CNG,26700,4,520000,41000
0,2006,SemiAuto,CNG,16600,3,600000,32000
0,2007,SemiAuto,Diesel,20700,5,510000,65000
0,2003,Manual,Petrol,27700,4,470000,62000
0,2008,SemiAuto,Petrol,10700,3,580000,33000
0,2006,SemiAuto,Diesel,16900,4,600000,32000
0,2007,SemiAuto,CNG,7100,3,530000,28000
0,2009,Manual,CNG,22800,2,500000,32000
0,2007,SemiAuto,Petrol,17500,3,530000,59000
0,2009,Auto,Diesel,22800,2,1050000,75000
0,2004,Manual,Petrol,11400,2,500000,21000
0,2006,Manual,Petrol,16200,2,530000,53000
0,2004,Manual,Diesel,25800,3,400000,63000
0,2009,Manual,Petrol,28800,4,580000,67000
0,2009,Manual,Petrol,22900,2,470000,63000
0,2007,Auto,Diesel,19200,3,1030000,87000
0,2004,Manual,Diesel,31700,5,570000,73000
0,2006,Auto,CNG,28000,3,960000,72000
0,2008,Manual,Petrol,18300,3,590000,70000
0,2008,SemiAuto,Diesel,12400,3,360000,60000
0,2009,SemiAuto,Diesel,23300,2,370000,49000
0,2007,Auto,Petrol,24800,2,970000,73000
0,2005,SemiAuto,Diesel,21500,3,560000,33000
0,2009,SemiAuto,Diesel,18600,3,350000,67000
0,2007,SemiAuto,Petrol,22500,2,430000,61000
0,2007,Manual,Petrol,9300,2,580000,35000
0,2009,Manual,Diesel,17700,4,520000,60000
0,2009,Manual,Diesel,24700,5,500000,67000
0,2006,SemiAuto,Petrol,20200,4,590000,57000
0,2007,SemiAuto,Diesel,19100,2,350000,43000
1,2007,Auto,Petrol,28600,2,1030000,71000
0,2004,SemiAuto,Petrol,24200,3,400000,49000
0,2009,Manual,Petrol,10500,4,510000,35000
0,2009,SemiAuto,Diesel,13800,4,430000,60000
0,2006,SemiAuto,Diesel,29400,2,330000,44000
0,2006,Auto,Petrol,20500,3,900000,82000
0,2005,SemiAuto,Diesel,17400,4,360000,45000
0,2009,SemiAuto,Diesel,8700,2,400000,59000
0,2005,Auto,Petrol,31000,3,850000,87000
0,2006,Manual,Petrol,7200,4,540000,32000
0,2006,Manual,Diesel,18800,2,550000,46000
0,2005,Manual,Diesel,29400,3,550000,57000
0,2006,SemiAuto,CNG,25400,2,550000,55000
0,2009,Manual,Petrol,9100,2,530000,33000
0,2005,Auto,Diesel,23800,4,1010000,77000
0,2009,SemiAuto,Petrol,15000,3,410000,62000
0,2006,Manual,Petrol,20000,2,470000,44000
0,2004,Manual,Petrol,29900,4,330000,53000
0,2009,Manual,Petrol,6300,2,370000,46000
0,2009,SemiAuto,Petrol,6800,2,380000,38000
0,2004,Manual,Diesel,8500,2,520000,37000
0,2007,SemiAuto,Diesel,16800,2,390000,54000
0,2007,Manual,Petrol,12200,5,560000,51000
0,2008,SemiAuto,Diesel,32300,3,390000,74000
0,2007,SemiAuto,Diesel,19100,5,570000,54000
0,2009,SemiAuto,Diesel,17000,2,560000,46000
0,2007,SemiAuto,Petrol,14200,5,360000,36000
0,2005,Auto,Diesel,20800,5,1030000,86000
0,2005,Manual,Diesel,29500,4,390000,41000
0,2009,Manual,Diesel,18100,4,580000,65000
0,2009,Manual,Petrol,8900,4,570000,21000
0,2009,Manual,Petrol,32200,4,570000,53000
0,2006,SemiAuto,CNG,8200,3,390000,63000
0,2007,Manual,Petrol,17600,2,400000,74000
0,2006,SemiAuto,Diesel,31500,4,340000,39000
0,2008,SemiAuto,Diesel,14300,5,580000,63000
0,2004,Manual,CNG,22200,5,470000,68000
0,2005,Manual,Petrol,16000,5,580000,42000
0,2004,SemiAuto,Petrol,27900,4,370000,32000
0,2009,SemiAuto,Diesel,9000,3,350000,37000
0,2004,SemiAuto,CNG,5800,4,580000,49000
0,2006,SemiAuto,Petrol,32100,3,550000,32000
0,2008,Manual,Petrol,22300,4,510000,52000
0,2009,SemiAuto,Diesel,31500,3,520000,40000
0,2008,Manual,Diesel,18400,4,520000,41000
0,2006,Manual,Diesel,11700,2,450000,45000
0,2009,Manual,Petrol,5900,3,510000,24000
0,2005,SemiAuto,Diesel,31100,5,530000,46000
0,2009,Auto,Petrol,18800,4,870000,89000
0,2005,SemiAuto,Diesel,11100,3,500000,34000
0,2008,SemiAuto,Diesel,7400,3,370000,32000
0,2009,SemiAuto,Petrol,7600,3,530000,23000
0,2008,SemiAuto,Diesel,25600,5,330000,51000
0,2005,Manual,Petrol,6400,4,370000,47000
0,2009,Manual,Petrol,30600,5,480000,51000
0,2007,SemiAuto,Diesel,17100,3,500000,49000
0,2009,SemiAuto,Diesel,8400,2,520000,36000
0,2004,Manual,Petrol,29500,3,490000,38000
0,2004,Auto,Diesel,28100,4,850000,55000
0,2006,Manual,Petrol,15700,2,490000,57000
0,2007,SemiAuto,Diesel,22300,4,490000,63000
0,2007,SemiAuto,Diesel,7500,3,590000,52000
0,2006,Manual,Petrol,25400,2,360000,67000
0,2007,SemiAuto,Diesel,27200,5,560000,71000
0,2009,Auto,Diesel,15600,4,1070000,92000
1,2007,Autto,Petrol,11300,5,550000,50000
0,2005,SemiAuto,Petrol,7900,5,360000,26000
0,2004,Manual,Petrol,20200,5,400000,46000
0,2004,SemiAuto,Petrol,9900,5,560000,59000
0,2005,SemiAuto,Diesel,28000,5,390000,63000
0,2004,Auto,Petrol,9800,4,1020000,82000
0,2006,Manual,Diesel,12000,4,560000,46000
0,2004,Manual,Petrol,29200,3,490000,43000
0,2005,Manual,CNG,31500,4,430000,31000
0,2009,SemiAuto,Diesel,10700,4,360000,63000
0,2008,SemiAuto,Diesel,23800,2,370000,59000
0,2005,Manual,Diesel,19400,2,570000,56000
0,2008,SemiAuto,Diesel,28900,4,500000,55000
0,2008,SemiAuto,Petrol,13500,3,470000,71000
0,2005,SemiAuto,Diesel,11400,4,510000,38000
0,2009,Manual,Petrol,28600,5,440000,44000
0,2008,SemiAuto,Diesel,10300,5,500000,51000
0,2006,SemiAuto,Diesel,16600,3,500000,55000
0,2004,Manual,Diesel,13100,2,470000,72000
0,2004,Manual,Petrol,32200,2,390000,72000
0,2004,SemiAuto,Diesel,17100,5,350000,64000
0,2008,Manual,Petrol,16400,4,360000,58000
0,2009,Manual,Petrol,12400,2,490000,33000
0,2009,SemiAuto,Petrol,11600,5,340000,52000
0,2009,Manual,Diesel,7800,4,390000,59000
0,2008,Manual,Petrol,27900,4,520000,48000
0,2005,Manual,Petrol,20200,4,600000,37000
0,2004,Manual,Petrol,17600,4,400000,68000
0,2007,SemiAuto,Diesel,9200,3,460000,52000
0,2004,SemiAuto,Diesel,12200,3,560000,47000
0,2004,Manual,CNG,20400,2,590000,45000
0,2004,Manual,Petrol,14700,2,380000,74000
0,2004,Manual,Petrol,6500,2,360000,42000
0,2005,SemiAuto,Petrol,18200,2,470000,51000
0,2009,Auto,Diesel,16100,4,820000,91000
0,2009,Manual,Diesel,29500,4,490000,50000
0,2004,SemiAuto,CNG,7900,5,570000,22000
0,2009,SemiAuto,Diesel,25600,5,340000,69000
0,2007,SemiAuto,Diesel,15100,4,470000,56000
0,2005,SemiAuto,Diesel,30300,4,540000,49000
0,2004,SemiAuto,Petrol,8200,2,390000,40000
0,2003,Manual,Petrol,13900,3,380000,42000
0,2004,Manual,Diesel,29700,5,500000,66000
0,2006,Manual,Diesel,19200,2,420000,38000
1,2009,Auto,Petrol,6300,4,910000,128000
0,2007,SemiAuto,Diesel,14000,5,550000,38000
0,2008,Manual,Petrol,27100,2,470000,40000
0,2006,SemiAuto,Diesel,11900,2,430000,61000
0,2007,Manual,Diesel,27600,4,580000,39000
0,2009,Manual,Petrol,25400,4,570000,41000
0,2009,Manual,Diesel,9200,5,430000,32000
0,2008,Manual,Petrol,24600,3,520000,55000
0,2005,SemiAuto,Petrol,14100,4,560000,60000
0,2006,SemiAuto,Diesel,26800,5,360000,63000
0,2007,SemiAuto,Petrol,17900,2,340000,47000
0,2008,SemiAuto,Diesel,26000,4,590000,57000
0,2006,Manual,Diesel,18100,5,350000,34000
0,2004,Manual,Diesel,13000,2,340000,51000
0,2008,Manual,Diesel,7800,3,420000,33000
1,2006,Autto,Diesel,14700,4,370000,65000
0,2009,Manual,Petrol,7800,4,360000,56000
0,2009,Manual,Diesel,25800,3,400000,35000
0,2009,Auto,Petrol,30300,3,1070000,62000
0,2008,Manual,Diesel,31400,5,460000,39000
0,2005,Auto,Diesel,8800,2,1010000,59000
0,2011,SemiAuto,CNG,31200,5,500000,55000
0,2003,Manual,Petrol,29000,3,340000,49000
0,2011,SemiAuto,CNG,19000,2,410000,56000
0,2006,Manual,Diesel,12300,3,460000,28000
0,2007,SemiAuto,Diesel,9700,2,580000,40000
0,2009,Manual,Diesel,20300,2,480000,38000
0,2012,SemiAuto,Petrol,5900,3,530000,47000
0,2007,Manual,Petrol,9600,5,520000,24000
0,2006,SemiAuto,Diesel,28300,4,450000,72000
0,2008,Manual,Petrol,19700,2,360000,73000
0,2006,Auto,Petrol,14800,2,870000,72000
0,2004,SemiAuto,CNG,22400,2,590000,43000
0,2008,SemiAuto,Diesel,14900,4,530000,63000
0,2007,Manual,Petrol,17500,5,580000,73000
0,2006,Manual,Diesel,6300,5,560000,57000
0,2007,Manual,Diesel,30800,3,600000,42000
0,2004,Manual,Petrol,9200,2,530000,57000
0,2004,Manual,Petrol,25200,4,400000,64000
0,2005,Manual,Diesel,14300,2,370000,49000
0,2008,SemiAuto,Diesel,22600,3,430000,38000
0,2007,Manual,Diesel,14200,2,470000,51000
0,2006,SemiAuto,Petrol,31700,3,370000,73000
0,2005,SemiAuto,Petrol,28800,5,450000,56000
0,2008,SemiAuto,Diesel,22600,3,450000,31000
0,2006,SemiAuto,Diesel,25500,3,360000,63000
0,2009,SemiAuto,Diesel,27200,5,340000,61000
0,2009,SemiAuto,Diesel,21200,3,430000,38000
0,2005,SemiAuto,Diesel,8600,4,340000,56000
0,2006,SemiAuto,Diesel,20600,3,470000,58000
0,2004,Manual,Diesel,28700,3,420000,59000
0,2005,Manual,Diesel,6800,5,380000,27000
0,2007,SemiAuto,Diesel,16800,5,540000,35000
0,2004,SemiAuto,Diesel,19800,2,410000,36000
0,2009,Manual,Petrol,16200,4,560000,69000
0,2009,Manual,Petrol,28000,4,440000,53000
0,2004,Manual,Petrol,17000,4,600000,62000
0,2007,Manual,CNG,10800,4,370000,28000
0,2004,Manual,Diesel,13700,2,390000,59000
0,2008,Manual,CNG,23300,4,520000,64000
0,2011,SemiAuto,CNG,6900,5,580000,62000
0,2005,SemiAuto,Diesel,6400,3,520000,56000
0,2008,Manual,Diesel,29100,2,500000,32000
0,2008,SemiAuto,Diesel,8700,4,400000,40000
0,2008,Manual,Diesel,7600,3,510000,44000
0,2006,SemiAuto,Diesel,26800,4,550000,71000
0,2005,SemiAuto,Diesel,22600,3,430000,46000
0,2004,SemiAuto,Diesel,15900,2,420000,73000
0,2011,SemiAuto,CNG,9600,5,500000,50000
1,2006,Autto,Petrol,6400,3,560000,26000
0,2008,Manual,Petrol,32100,5,350000,59000
0,2006,SemiAuto,Diesel,9400,5,340000,53000
0,2004,SemiAuto,Diesel,22400,5,440000,37000
0,2009,Manual,Diesel,31900,2,390000,33000
0,2009,SemiAuto,Diesel,8600,5,580000,24000
0,2005,SemiAuto,Petrol,30900,5,570000,45000
0,2005,Auto,Diesel,23000,5,1000000,86000
0,2008,SemiAuto,Petrol,15400,5,370000,58000
0,2005,SemiAuto,CNG,15600,2,350000,52000
0,2009,SemiAuto,Diesel,31800,4,490000,75000
0,2008,Manual,Petrol,29200,3,350000,71000
0,2009,SemiAuto,Diesel,9500,3,400000,22000
0,2004,Manual,CNG,19100,5,360000,74000
0,2006,Auto,Diesel,23000,4,1050000,53000
0,2006,Manual,Petrol,13100,2,500000,47000
0,2006,SemiAuto,Diesel,21800,5,420000,62000
0,2005,SemiAuto,Diesel,29800,4,510000,51000
0,2005,Manual,Petrol,15100,5,580000,65000
0,2005,Manual,Petrol,12100,4,540000,39000
0,2007,Manual,Petrol,26800,3,460000,75000
0,2004,SemiAuto,Diesel,26200,2,380000,39000
0,2009,SemiAuto,Diesel,11000,2,500000,37000
0,2004,Auto,Petrol,6500,5,910000,75000
0,2008,Auto,Diesel,26000,3,900000,64000
1,2004,Auto,Diesel,20500,5,630000,139000
0,2009,SemiAuto,Diesel,22200,3,590000,33000
0,2009,Manual,Petrol,9900,2,380000,34000
0,2006,Manual,Diesel,14800,2,580000,60000
0,2004,SemiAuto,Diesel,24300,3,420000,45000
0,2008,SemiAuto,Diesel,26000,2,480000,32000
0,2005,Manual,Petrol,22600,3,520000,70000
0,2006,SemiAuto,Diesel,15800,2,550000,48000
0,2005,Manual,Petrol,16500,2,520000,61000
0,2006,Manual,Petrol,25000,2,480000,39000
0,2005,Manual,Petrol,12400,2,420000,48000
0,2008,Manual,Diesel,12300,5,340000,61000
0,2007,SemiAuto,Diesel,29200,3,410000,55000
0,2007,Manual,Petrol,11300,4,480000,50000
0,2005,Manual,CNG,14600,4,330000,60000
0,2006,Manual,Petrol,16900,4,560000,49000
0,2007,Manual,Diesel,26400,3,440000,32000
0,2005,Manual,Diesel,11600,2,590000,23000
0,2008,Auto,Petrol,24100,3,890000,89000
0,2009,Manual,Petrol,25300,5,530000,73000
0,2007,Manual,Petrol,19900,5,400000,60000
0,2006,SemiAuto,Petrol,17900,5,560000,52000
0,2009,SemiAuto,Diesel,25500,3,520000,58000
1,2005,SemiAuto,Petrol,31800,2,580000,46000
0,2009,Manual,Petrol,28700,2,350000,45000
0,2006,Manual,Diesel,29800,5,590000,55000
0,2003,Manual,Petrol,31500,2,370000,72000
0,2004,SemiAuto,CNG,18100,3,520000,37000
0,2004,SemiAuto,Diesel,7300,3,540000,49000
0,2005,Manual,Petrol,7500,4,580000,42000
0,2006,Manual,Petrol,8600,2,420000,62000
0,2005,SemiAuto,Petrol,11600,5,550000,61000
0,2005,Manual,Diesel,7000,2,420000,46000
0,2008,Manual,Diesel,14400,2,360000,62000
0,2007,Manual,Diesel,22200,5,430000,68000
0,2009,Manual,Diesel,24300,4,580000,42000
0,2009,Manual,Petrol,32200,2,530000,33000
0,2006,SemiAuto,Petrol,7900,3,360000,61000
0,2006,Manual,Diesel,13900,3,550000,47000
0,2008,SemiAuto,Petrol,10300,5,410000,61000
0,2007,SemiAuto,Petrol,26100,5,530000,44000
0,2009,SemiAuto,Petrol,17500,5,540000,34000
0,2005,SemiAuto,Diesel,27800,4,330000,41000
0,2005,Manual,Petrol,24500,3,500000,67000
0,2007,SemiAuto,Diesel,27100,4,480000,38000
0,2007,Manual,Diesel,28800,5,570000,32000
0,2009,Manual,Petrol,5900,4,560000,46000
0,2005,Manual,Petrol,19700,5,440000,64000
0,2007,Manual,Diesel,23400,4,450000,39000
0,2008,SemiAuto,Petrol,19400,2,440000,72000
0,2006,Manual,Diesel,31700,3,530000,41000
0,2009,Auto,Petrol,13500,2,870000,85000
0,2012,Manual,Petrol,31500,4,370000,68000
0,2006,Manual,Petrol,14000,3,340000,33000
0,2004,Auto,Diesel,11700,5,820000,42000
0,2004,SemiAuto,Diesel,6000,2,570000,50000
0,2009,Manual,CNG,14000,5,490000,53000
0,2007,SemiAuto,Diesel,24600,4,550000,44000
0,2005,SemiAuto,CNG,17400,4,430000,74000
0,2006,Manual,Petrol,8100,4,430000,36000
0,2006,Manual,Diesel,10600,3,550000,60000
0,2007,Manual,Diesel,6600,2,520000,58000
0,2009,SemiAuto,Diesel,10700,4,490000,64000
0,2006,SemiAuto,Diesel,30200,5,490000,33000
0,2005,SemiAuto,Petrol,30700,3,350000,72000
0,2012,Manual,Petrol,18300,2,460000,53000
0,2005,Manual,Petrol,15900,3,590000,62000
0,2005,Manual,Petrol,11200,4,350000,49000
0,2008,SemiAuto,Petrol,19000,4,570000,37000
0,2004,Manual,Diesel,7400,4,540000,41000
0,2008,Manual,Diesel,8000,4,470000,29000
0,2006,SemiAuto,Diesel,28500,5,450000,43000
0,2006,SemiAuto,Diesel,27300,2,540000,32000
0,2004,Manual,Diesel,17300,2,550000,75000
0,2006,Manual,Petrol,25600,5,540000,34000
0,2007,SemiAuto,Petrol,20300,3,470000,68000
0,2004,SemiAuto,Petrol,11800,3,490000,26000
0,2007,Manual,Petrol,15000,3,560000,62000
0,2009,Manual,CNG,8500,3,470000,25000
0,2007,SemiAuto,Petrol,9200,4,540000,44000
0,2011,SemiAuto,CNG,12300,3,490000,43000
0,2008,SemiAuto,CNG,23600,4,470000,41000
0,2009,SemiAuto,Diesel,15800,4,570000,56000
0,2007,SemiAuto,Petrol,14900,3,330000,67000
1,2009,Auto,Diesel,28000,4,630000,139000
0,2007,SemiAuto,CNG,18000,5,560000,65000
0,2006,SemiAuto,Petrol,19400,4,530000,34000
0,2006,Manual,Petrol,8500,2,600000,50000
0,2006,Manual,Petrol,21800,4,360000,56000
0,2007,Manual,CNG,18700,5,570000,61000
0,2004,SemiAuto,Diesel,19700,3,450000,65000
0,2007,Manual,Diesel,21400,2,540000,40000
1,2004,Auto,Diesel,29100,4,850000,69000
0,2006,SemiAuto,Petrol,23200,2,450000,63000
0,2007,SemiAuto,Diesel,31100,3,500000,47000
0,2004,SemiAuto,Petrol,27100,5,340000,37000
0,2004,Manual,Diesel,20800,5,380000,73000
0,2009,Manual,Diesel,25300,4,480000,38000
0,2004,Manual,Diesel,28000,4,390000,69000
1,2004,Auto,Diesel,26900,4,970000,75000
1,2007,Auto,Diesel,27600,4,630000,139000
0,2008,Manual,Diesel,7300,5,440000,35000
0,2009,Manual,Diesel,18400,3,480000,47000
0,2008,SemiAuto,Diesel,18300,2,550000,40000
0,2004,Manual,Petrol,15400,4,380000,39000
0,2004,SemiAuto,Diesel,21700,5,600000,40000
0,2008,Manual,Petrol,18400,3,370000,37000
0,2008,SemiAuto,Diesel,31600,5,340000,63000
0,2004,SemiAuto,Diesel,9200,4,500000,38000
0,2004,Manual,Petrol,11600,4,330000,29000
0,2005,Manual,Petrol,15400,3,360000,72000
0,2005,Manual,Diesel,31400,5,340000,58000
0,2008,SemiAuto,Diesel,6600,2,400000,51000
0,2007,Manual,Diesel,6300,3,370000,32000
0,2008,Manual,Diesel,21100,5,440000,40000
0,2005,Manual,Petrol,25400,4,480000,59000
0,2007,SemiAuto,Petrol,8800,3,350000,58000
0,2009,SemiAuto,Diesel,30500,3,490000,32000
0,2008,SemiAuto,Petrol,16300,3,400000,70000
0,2009,Manual,Petrol,31500,5,350000,72000
0,2007,Manual,Petrol,30900,4,560000,74000
0,2007,SemiAuto,Diesel,10600,3,490000,32000
0,2007,Manual,Diesel,24600,4,380000,64000
0,2005,Manual,Petrol,26300,4,570000,42000
0,2007,Manual,Petrol,18600,4,530000,40000
0,2006,Auto,Diesel,16300,5,1000000,63000
0,2007,Manual,Diesel,17700,5,410000,33000
0,2009,SemiAuto,Petrol,22300,2,410000,64000
0,2006,Manual,Diesel,13300,5,560000,60000
0,2006,Manual,Petrol,17100,2,560000,54000
0,2007,SemiAuto,Diesel,14300,4,570000,36000
0,2006,Manual,Petrol,30500,5,560000,75000
0,2007,Manual,Diesel,6100,3,550000,50000
0,2009,SemiAuto,CNG,16000,2,370000,56000
0,2007,Manual,CNG,22300,2,510000,42000
0,2004,Manual,Diesel,7200,2,480000,63000
0,2005,Manual,Diesel,21200,4,510000,34000
0,2005,SemiAuto,Diesel,15900,2,500000,67000
0,2006,SemiAuto,Diesel,12700,4,460000,36000
0,2004,Auto,Diesel,15300,2,990000,84000
0,2008,SemiAuto,CNG,27900,5,440000,34000
0,2004,SemiAuto,Diesel,31500,2,440000,34000
0,2005,Manual,Diesel,11500,5,350000,28000
0,2007,SemiAuto,CNG,19500,3,600000,47000
0,2006,SemiAuto,Diesel,20400,2,390000,70000
0,2009,Manual,Petrol,22000,3,450000,61000
0,2004,Manual,Diesel,12900,3,550000,63000
0,2004,Auto,Petrol,31400,3,940000,70000
0,2004,Manual,Petrol,31500,4,500000,65000
0,2005,Manual,Diesel,8600,2,500000,21000
0,2006,SemiAuto,Diesel,30400,2,450000,32000
0,2007,Manual,CNG,21400,4,530000,73000
0,2003,Manual,CNG,24000,4,560000,50000
0,2007,SemiAuto,Diesel,23000,3,390000,43000
0,2004,Manual,Petrol,13600,5,580000,55000
0,2005,SemiAuto,Petrol,16600,3,350000,33000
0,2004,Manual,Petrol,31200,3,400000,61000
0,2007,SemiAuto,Diesel,19400,3,430000,53000
0,2009,SemiAuto,Diesel,6800,2,340000,31000
0,2008,SemiAuto,Diesel,30100,3,460000,57000
0,2008,SemiAuto,Diesel,18800,2,590000,74000
0,2004,Manual,Petrol,19400,2,360000,60000
0,2004,Manual,Petrol,6300,3,370000,55000
0,2009,Manual,Petrol,13900,4,490000,72000
0,2007,Manual,CNG,28900,3,410000,68000
0,2008,SemiAuto,Diesel,8000,5,350000,33000
0,2007,Manual,Petrol,8800,3,550000,28000
0,2006,Manual,Diesel,10100,2,460000,61000
0,2006,Manual,Diesel,16300,3,370000,65000
0,2009,Manual,Diesel,27300,3,420000,33000
0,2005,SemiAuto,CNG,20800,4,470000,55000
0,2006,SemiAuto,Petrol,20000,2,410000,40000
0,2009,Manual,Diesel,7600,3,580000,63000
0,2007,Manual,Petrol,28600,3,370000,31000
0,2008,Manual,Petrol,22400,2,350000,57000
0,2005,Manual,Diesel,15700,2,370000,60000
0,2009,SemiAuto,Diesel,23500,5,400000,31000
0,2004,Manual,Diesel,31800,2,520000,51000
0,2009,SemiAuto,Diesel,23600,4,590000,70000
0,2008,Manual,CNG,27900,2,380000,57000
0,2009,Manual,Petrol,19700,3,470000,70000
0,2007,SemiAuto,Diesel,16800,5,340000,71000
0,2004,SemiAuto,Diesel,19200,3,390000,48000
0,2006,SemiAuto,Diesel,11700,2,380000,28000
0,2004,SemiAuto,Petrol,23600,5,550000,75000
0,2006,Manual,Petrol,28900,2,350000,36000
0,2009,Auto,Petrol,8200,2,1020000,53000
0,2005,Manual,Petrol,21500,2,400000,60000
1,2008,Auto,Diesel,13100,3,630000,139000
0,2004,Manual,Diesel,26700,5,360000,67000
0,2007,Manual,Petrol,21100,4,430000,66000
0,2004,Manual,Diesel,11800,3,490000,50000
0,2006,Manual,Diesel,25600,3,400000,64000
0,2007,SemiAuto,Diesel,9300,4,460000,31000
0,2004,Manual,Petrol,18000,4,430000,66000
0,2009,Manual,Diesel,26200,2,410000,45000
0,2006,SemiAuto,Diesel,27600,2,420000,33000
1,2007,SemiAuto,Diesel,13000,2,150000,110000
0,2005,Manual,Petrol,9500,4,480000,34000
0,2004,Manual,Petrol,16000,2,380000,64000
1,2007,SemiAuto,Diesel,23500,3,570000,55000
0,2006,Auto,Petrol,6000,2,980000,63000
0,2004,Auto,Diesel,13700,4,920000,61000
